BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE,DAMAGE_PROPERTY_CONV,DAMAGE_CROPS_CONV,TOTAL_DAMAGE
202402,27,1929,202402,27,1935,188190,1155976,ILLINOIS,17,2024,February,Tornado,C,31,COOK,LOT,2/27/2024 19:29,CST-6,2/27/2024 19:35,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF0,3.83,300,,,,,2,NW,STREAMWOOD,0,SE,SOUTH BARRINGTON,42.047,-88.1991,42.0855,-88.1453,"Following summer-like, record warmth, severe thunderstorms developed in the late afternoon of February 27th over northwest Illinois and spread east through the evening across the Chicago metro area. A total of 11 tornadoes touched down in Illinois. There were 11 tornadoes in total across the NWS Chicago area of responsibility, which is the most in a February event since official NWS tornado records began in 1950. In addition to the tornadoes, the storms produced numerous instances of severe hail and damaging straight-line wind.","This tornado touched down just west of Sutton Road and north of Golf Road in the Carl Hansen Woods of the Arthur L. Janura Preserve, initially producing tree damage and peeling part of the roof off of a picnic shelter. The tornado may have lifted temporarily as it tracked northeast through the preserve toward Bartlett Road and Shoe Factory Road, but access to these forest preserve areas was limited. Along Higgins Road, roof and fascia damage was noted to several buildings in an office complex before the tornado caused damage at Goebbert`s Farm across the road. In the subdivision to the northeast of the farm, a few trees were uprooted along Star Lane. The tornado then moved into The Glen subdivision, where it produced a swath of concentrated tree damage and damaged roofs and chimneys at a few residences as it reached its peak width. The tornado then produced tree damage along and north of Mundhank Road before it dissipated as it entered the Terra Vita Estates subdivision.",CSV,0,0,0
202402,27,1828,202402,27,1830,188190,1155956,ILLINOIS,17,2024,February,Tornado,C,37,DE KALB,LOT,2/27/2024 18:28,CST-6,2/27/2024 18:30,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EFU,1.3,120,,,,,3,NNE,WATERMAN,2,NW,HINCKLEY AIRFIELD,41.8034,-88.7514,41.7982,-88.7295,"Following summer-like, record warmth, severe thunderstorms developed in the late afternoon of February 27th over northwest Illinois and spread east through the evening across the Chicago metro area. A total of 11 tornadoes touched down in Illinois. There were 11 tornadoes in total across the NWS Chicago area of responsibility, which is the most in a February event since official NWS tornado records began in 1950. In addition to the tornadoes, the storms produced numerous instances of severe hail and damaging straight-line wind.","High resolution satellite imagery showed a ground swirl pattern in a field beginning near Miller Road and IL-23 northeast of Waterman. The tornado moved through a field to the southeast, then turned to the east as it crossed Crego Road. The tornado lifted just east of Crego Road. Because this tornado did not impact any buildings or trees, no intensity estimates could be made, and thus, this tornado was assigned an EF-U rating.",CSV,0,0,0
202403,14,658,202403,14,700,189632,1168736,ILLINOIS,17,2024,March,Tornado,C,117,MACOUPIN,LSX,3/14/2024 6:58,CST-6,3/14/2024 7:00,0,0,0,0,,0.00K,NWS Storm Survey,,,,,EF0,2.13,100,,,,,2,ENE,MACOUPIN STATION,4,E,MACOUPIN STATION,39.231,-89.941,39.222,-89.904,"Just after sunrise, a quasi-linear convective system (QLCS) produced five confirmed EF-0 tornadoes. Four of these occurred in rural south-central Illinois, and another tracked through Charlack, Missouri in northern St. Louis County. No reported injuries or fatalities with these tornadoes. Also, there were a few reports of damaging winds and large hail.","A weak tornado touched down 4.7 miles southwest of Carlinville on Shipman Road. At this location, it damaged a couple of small sheds, snapped off several large tree limbs, blew down a large tree and caused minor shingle damage to a house. As the tornado tracked to the southeast, it snapped off several more tree limbs and caused minor roof damage to another house on Stagecoach Road before lifting and dissipating 4.2 miles south southeast of Carlinville. Overall, the tornado was rated EF0 with a path length of 2.13 miles and a maximum width of 100 yards. The maximum sustained winds were estimated to be near 80 mph. No deaths or injuries were reported.",CSV,0,0,0
202403,14,646,202403,14,647,189633,1168733,MISSOURI,29,2024,March,Tornado,C,189,ST. LOUIS,LSX,3/14/2024 6:46,CST-6,3/14/2024 6:47,0,0,0,0,,0.00K,NWS Storm Survey,,,,,EF0,0.1,50,,,,,1,W,HANLEY HILLS,0,WNW,HANLEY HILLS,38.7015,-90.3398,38.702,-90.338,"Just after sunrise, a quasi-linear convective system (QLCS) produced five confirmed EF-0 tornadoes. Four of these occurred in rural south-central Illinois, and another tracked through Charlack, Missouri in northern St. Louis County. No reported injuries or fatalities with these tornadoes. Also, there were a few reports of damaging winds and large hail.","A weak tornado touched down 3.7 miles southeast of Lambert International Airport, on Lackland Road. As it tracked to the northeast, it snapped off several large trees and caused minor shingle, soffit and gutter damage to two houses. Another home sustained moderate siding damage. Overall, the tornado was rated EF0 with a path length of 0.10 miles and a maximum width of 50 yards. The maximum sustained winds were estimated to be near 75 mph. No deaths or injuries were reported.",CSV,0,0,0
202402,7,1557,202402,7,1559,189405,1164930,CALIFORNIA,6,2024,February,Tornado,C,79,SAN LUIS OBISPO,LOX,2/7/2024 15:57,PST-8,2/7/2024 15:59,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF1,0.69,50,,,,,0,E,GROVER CITY,1,W,FAIR OAKS,35.1206,-120.623,35.1203,-120.6108,"A second, very strong, winter storm impacted Southwestern California. Rainfall totals were very significant across the area. Los Angeles county reported rain totals of 4 to 14 inches, Ventura county reported 2 to 10 inches, Santa Barbara county reported 4 to 12 inches and San Luis Obispo county reported 2 to 5 inches. With the heavy rainfall, numerous reports of flooding were received. In the mountains, very significant snowfall was reported with amounts in the 1 to 3 foot range. Also, severe thunderstorms and tornadoes were reported.",A brief EF1 tornado developed in the Grover Beach area. Estimated wind speeds were 95 MPH. Several power poles were snapped and some roof damage to a greenhouse was reported.,CSV,0,0,0
202402,7,1541,202402,7,1547,189405,1164932,CALIFORNIA,6,2024,February,Tornado,C,79,SAN LUIS OBISPO,LOX,2/7/2024 15:41,PST-8,2/7/2024 15:47,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF1,4.87,50,,,,,1,NNE,BAYWOOD PARK,3,W,SAN LUIS OBISPO,35.2993,-120.8132,35.2838,-120.729,"A second, very strong, winter storm impacted Southwestern California. Rainfall totals were very significant across the area. Los Angeles county reported rain totals of 4 to 14 inches, Ventura county reported 2 to 10 inches, Santa Barbara county reported 4 to 12 inches and San Luis Obispo county reported 2 to 5 inches. With the heavy rainfall, numerous reports of flooding were received. In the mountains, very significant snowfall was reported with amounts in the 1 to 3 foot range. Also, severe thunderstorms and tornadoes were reported.","A brief EF1 tornado impacted the Los Osos area. The tornado traveled about 5 miles with estimated wind speeds of 95 MPH. Numerous trees were uprooted and damaged power poles, buildings and vehicles.",CSV,0,0,0
202404,26,1452,202404,26,1455,189578,1165701,KANSAS,20,2024,April,Tornado,C,205,WILSON,ICT,4/26/2024 14:52,CST-6,4/26/2024 14:55,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF0,0.99,150,,,,,2,W,FREDONIA,1,WNW,FREDONIA,37.5304,-95.8562,37.5341,-95.839,"Storms developed during the afternoon hours over the Flint Hills on Friday, April 26th along an eastward moving dryline. As the storms progressed east they started to produce five tornadoes. Two of the tornadoes were rated an EF-2. One of them struck southwest of Fredonia and the other southwest of Yates Center. Luckily there were no injuries or fatalities with these tornadoes. The other tornadoes were rated EF1, EF0 and EFU. Large hail ranging from quarter size to ping pong ball size was reported.",Parts of metal roofs to outdoor buildings at the fairgrounds sustained damage.,CSV,0,0,0
202404,26,1513,202404,26,1516,189578,1165702,KANSAS,20,2024,April,Tornado,C,205,WILSON,ICT,4/26/2024 15:13,CST-6,4/26/2024 15:16,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF1,1.28,60,,,,,4,E,BENEDICT,6,E,BENEDICT,37.6281,-95.6515,37.6322,-95.6294,"Storms developed during the afternoon hours over the Flint Hills on Friday, April 26th along an eastward moving dryline. As the storms progressed east they started to produce five tornadoes. Two of the tornadoes were rated an EF-2. One of them struck southwest of Fredonia and the other southwest of Yates Center. Luckily there were no injuries or fatalities with these tornadoes. The other tornadoes were rated EF1, EF0 and EFU. Large hail ranging from quarter size to ping pong ball size was reported.","There was damage to trees, outbuildings and part of about a third of the metal roof on a home. A horse trailer was knocked on its side.",CSV,0,0,0
202404,26,1434,202404,26,1440,189578,1175779,KANSAS,20,2024,April,Tornado,C,205,WILSON,ICT,4/26/2024 14:34,CST-6,4/26/2024 14:40,0,0,0,0,0.00K,0.00K,Fire Department/Rescue,,,,,EF0,0.91,40,ICT,KS,207,WOODSON,5,NE,COYVILLE,6,NE,COYVILLE,37.7262,-95.8364,37.734,-95.823,"Storms developed during the afternoon hours over the Flint Hills on Friday, April 26th along an eastward moving dryline. As the storms progressed east they started to produce five tornadoes. Two of the tornadoes were rated an EF-2. One of them struck southwest of Fredonia and the other southwest of Yates Center. Luckily there were no injuries or fatalities with these tornadoes. The other tornadoes were rated EF1, EF0 and EFU. Large hail ranging from quarter size to ping pong ball size was reported.",Rural fire department found the tornado track starting in Wilson County with most of the damage occurring in Woodson County.,CSV,0,0,0
202406,29,1715,202406,29,1723,193411,1194912,ILLINOIS,17,2024,June,Tornado,C,183,VERMILION,ILX,6/29/2024 17:15,CST-6,6/29/2024 17:23,0,0,0,0,0.00K,0.00K,Storm Chaser,,,,,EF0,2.28,30,IND,IN,171,WARREN,1,SSE,CHENEYVILLE,3,ESE,CHENEYVILLE,40.45,-87.57,40.4456,-87.5271,"Scattered showers developed during the late afternoon and early evening along a slow-moving cold front that was draped from northern Indiana to near the I-72 corridor in central Illinois. Trained spotters reported that many of these showers exhibited weak rotation and brief funnel clouds, and one produced a landspout tornado in Vermilion County, which eventually tracked into Indiana. This tornado was on the ground for a total of 15 minutes and was rated EF0 after producing minor tree damage.","A storm chaser monitored a landspout tornado that maintained connection to the ground for a total of 15 minutes along a track from eastern Vermilion County in Illinois to northwestern Warren County in Indiana. The landspout tornado crossed the Illinois-Indiana state line at 1723 CST. Video from the storm chaser captured minor damage to tree branches, resulting in an EF0 rating.",CSV,0,0,0
202404,26,1432,202404,26,1437,189578,1165699,KANSAS,20,2024,April,Tornado,C,49,ELK,ICT,4/26/2024 14:32,CST-6,4/26/2024 14:37,0,0,0,0,0.00K,0.00K,Law Enforcement,,,,,EF0,3.19,150,ICT,KS,205,WILSON,7,NNE,LONGTON,10,NE,LONGTON,37.4598,-96.0134,37.483,-95.963,"Storms developed during the afternoon hours over the Flint Hills on Friday, April 26th along an eastward moving dryline. As the storms progressed east they started to produce five tornadoes. Two of the tornadoes were rated an EF-2. One of them struck southwest of Fredonia and the other southwest of Yates Center. Luckily there were no injuries or fatalities with these tornadoes. The other tornadoes were rated EF1, EF0 and EFU. Large hail ranging from quarter size to ping pong ball size was reported.",Law enforcement officer sent in pictures of tree damage that occurred in eastern Elk County.,CSV,0,0,0
202401,6,1532,202401,6,1534,187239,1151972,FLORIDA,12,2024,January,Tornado,C,99,PALM BEACH,MFL,1/6/2024 15:32,EST-5,1/6/2024 15:34,0,0,0,0,,,Unknown,,,,,EFU,0.78,100,,,,,14,SW,LOXAHATCHEE,13,SW,LOXAHATCHEE,26.5273,-80.4902,26.5274,-80.4776,"With the influence of a mid-level trough to the north, a surface low pressure system moving across the Southeast U.S. pulled a warm front across South Florida on the morning of January 6th. This brought plenty of warm air and diurnal instability to the area ahead of a cold front, which was the source of lift to spark several showers and thunderstorms in the afternoon and evening. Some thunderstorms became severe, producing a funnel cloud and two tornadoes.","High-resolution satellite imagery showed a tornado damage path through a field near Browns Farm Road southeast of Belle Glade after a severe thunderstorm moved through the area. Time, path width, and path length are estimated based on radar and satellite imagery. Due to an inability to survey the area, maximum wind speeds and EF rating are unknown.",CSV,0,0,0
202404,10,1120,202404,10,1121,190708,1176896,ALABAMA,1,2024,April,Tornado,C,97,MOBILE,MOB,4/10/2024 11:20,CST-6,4/10/2024 11:21,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF1,0.19,25,,,,,3,N,GEORGETOWN,3,N,GEORGETOWN,30.9186,-88.2743,30.92,-88.277,A severe line of thunderstorms moved across the Gulf Coast during the day. This line of storms produced large and damaging winds along with a couple of tornadoes.,"Brief EF-1 tornado begun on Brighton Ct removing a home's roof. It|appears the roof was removed due to a garage door failure leading|to almost complete removal. An exterior wall in the garage was|bowed out; however, a lower wind speed was assigned due to the|failure mode being the garage door and absolute lack of any other|damage surrounding the house. The tornado then crossed northwest|across Brighton Dr and dissipated near Brandy Ct while snapping some|large hardwood branches and a fence blown inward resulting in a |convergent path.",CSV,0,0,0
202404,27,1930,202404,27,1945,191200,1177106,MISSOURI,29,2024,April,Tornado,C,13,BATES,EAX,4/27/2024 19:30,CST-6,4/27/2024 19:45,0,0,0,0,,,NWS Storm Survey,,,,,EF1,9.85,250,EAX,MO,083,HENRY,3,S,ALTONA,4,NE,MAYESBURG,38.36,-94.222,38.4322,-94.065,"On the afternoon and evening hours of April 27, severe storms impacted much of the WFO Kansas City county warning area.","NWS Storm Survey confirmed a relatively long-track QLCS EF-1 tornado. This EF1 tornado began just south of Route 18 east of Passaic. Some of the worst damage of the tornado affected a farm property, where one outbuilding collapsed, another had a garage door blown off, and multiple trees were damaged or uprooted. Large debris from the damaged property was blown well northeast, in some cases over 100 yards. The tornado tracked northeast, damaging a grove of trees to the south of SH 18 and producing minor damage to an outbuilding and mobile home on the north side of the highway. The tornado then tracked northeast to Route T, producing sporadic tree damage and some minor property damage. The damage track continues east-northeast along County Road 13004, with continued sporadic tree damage. One of the larger trees fell onto a residence, damaging the property as well as to power lines. Intermittent tree damage continues northeast to Route BB and County Road 13003, with more significant tree damage eastward along Sunset Drive just west of the Henry County line. Damage becomes more intermittent eastward into Henry County, with no damage observed a half mile past the county line. However, much of this area north of 400 Road in Henry County is inaccessible, so it is possible the tornado continued a short distance longer to the north or northeast of the end of the track.",CSV,0,0,0
202404,27,1315,202404,27,1315,191348,1178332,KANSAS,20,2024,April,Tornado,C,43,DONIPHAN,EAX,4/27/2024 13:15,CST-6,4/27/2024 13:15,0,0,0,0,,,NWS Storm Survey,,,,,EFU,0.01,1,,,,,2,W,WHITE CLOUD,2,W,WHITE CLOUD,39.9678,-95.3281,39.9678,-95.3281,"During the afternoon and evening hours of April 27th, severe storms impacted northeast and eastern Kansas.","A tornado was reported by emergency management 2 miles west southwest of White Cloud at 215 pm on 4/27. A mutual aid storm survey conducted by NWS Topeka indicated no damage in the vicinity of the tornado. Therefore, the tornado is rated EF-Unknown.",CSV,0,0,0
